"item_identifier","item_weight","item_fat_content","item_visibility","item_type","item_mrp","outlet_identifier","outlet_establishment_year","outlet_size","outlet_location_type","outlet_type","item_outlet_sales","outlet_age","price_category"
"FDO08",11.1,"regular",0.09415375,"Fruits and Vegetables",165.7526,"OUT019",1985,"Small","Tier 1","Grocery Store",657.8104,41,"High"
"NCW29",14,"low fat",0.028907832,"Health and Hygiene",130.431,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",778.986,27,"Medium"
"FDE04",19.75,"regular",0.018059621,"Frozen Foods",179.766,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2336.958,24,"High"
"NCB19",6.525,"low fat",0.090436094,"Household",85.0882,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2233.0932,27,"Medium"
"FDV15",10.3,"low fat",0.146399712,"Meat",103.9648,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1661.8368,27,"Medium"
"FDL58",5.78,"regular",0.074264356,"Snack Foods",264.7568,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4745.8224,27,"Premium"
"FDA08",11.85,"regular",0.050186726,"Fruits and Vegetables",164.1526,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3124.5994,24,"High"
"FDT43",16.35,"low fat",0.020631654,"Fruits and Vegetables",50.1324,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",467.3916,17,"Low"
"NCX06",17.6,"low fat",0.01561108,"Household",182.5976,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5070.7328,41,"High"
"FDT20",10.5,"low fat",0.041395445,"Fruits and Vegetables",37.6164,"OUT046",1997,"Small","Tier 1","Supermarket Type1",540.6296,29,"Low"
"FDB41",19,"regular",0.097313129,"Frozen Foods",48.0718,"OUT046",1997,"Small","Tier 1","Supermarket Type1",992.7078,29,"Low"
"NCN55",14.6,"low fat",0.059582996,"Others",238.8538,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",6008.845,27,"Premium"
"FDE40",15.6,"regular",0.098663652,"Dairy",62.9194,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2105.2596,41,"Low"
"FDX49",4.615,"regular",0.101338651,"Canned",232.63,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5359.69,41,"Premium"
"NCM53",18.75,"low fat",0.052146456,"Health and Hygiene",104.628,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",745.696,24,"Medium"
"FDE36",5.26,"regular",0.041764487,"Baking Goods",161.8868,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3275.736,22,"High"
"FDN57",18.25,"low fat",0.054344186,"Snack Foods",140.2154,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1701.7848,24,"High"
"FDI24",10.3,"low fat",0.078362484,"Baking Goods",177.937,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6704.606,41,"High"
"FDI19",15.1,"low fat",0.052339069,"Meat",242.7512,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4119.9704,29,"Premium"
"FDF24",15.5,"regular",0.042464962,"Baking Goods",81.5934,"OUT010",1998,"Unknown","Tier 3","Grocery Store",327.5736,28,"Medium"
"FDG52",13.65,"low fat",0.065732883,"Frozen Foods",45.7402,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",780.9834,27,"Low"
"DRF36",16.1,"low fat",0.023625114,"Soft Drinks",189.3846,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3630.6074,24,"High"
"FDS45",5.175,"regular",0.051643608,"Snack Foods",107.3622,"OUT019",1985,"Small","Tier 1","Grocery Store",317.5866,41,"Medium"
"FDX40",12.85,"low fat",0.165694219,"Frozen Foods",39.7164,"OUT010",1998,"Unknown","Tier 3","Grocery Store",231.6984,28,"Low"
"DRK12",9.5,"low fat",0.041878397,"Soft Drinks",32.99,"OUT035",2004,"Small","Tier 2","Supermarket Type1",133.16,22,"Low"
"DRC27",13.8,"low fat",0.058091482,"Dairy",245.1802,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5650.6446,22,"Premium"
"FDL58",5.78,"regular",0.074264356,"Snack Foods",263.7568,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2636.568,19,"Premium"
"NCD30",19.7,"low fat",0.026903714,"Household",96.0726,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1272.3438,24,"Medium"
"NCZ54",14.65,"low fat",0.083508719,"Household",161.5552,"OUT010",1998,"Unknown","Tier 3","Grocery Store",324.9104,28,"High"
"FDE10",6.67,"regular",0.150554711,"Snack Foods",130.0626,"OUT010",1998,"Unknown","Tier 3","Grocery Store",131.1626,28,"Medium"
"FDR44",6.11,"regular",0.103080901,"Fruits and Vegetables",131.2968,"OUT010",1998,"Unknown","Tier 3","Grocery Store",260.9936,28,"Medium"
"FDP28",13.65,"regular",0.134975628,"Frozen Foods",260.0936,"OUT010",1998,"Unknown","Tier 3","Grocery Store",260.9936,28,"Premium"
"FDX15",17.2,"low fat",0.15616879,"Meat",160.6578,"OUT013",1987,"High","Tier 3","Supermarket Type1",3690.5294,39,"High"
"FDA39",6.32,"low fat",0.012737719,"Meat",40.2822,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1139.1838,22,"Low"
"FDY24",4.88,"regular",0.133700752,"Baking Goods",52.9298,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1995.4026,27,"Low"
"FDC60",5.425,"regular",0.115119905,"Baking Goods",88.3514,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1416.8224,19,"Medium"
"FDH28",15.85,"regular",0.110030997,"Frozen Foods",37.2506,"OUT046",1997,"Small","Tier 1","Supermarket Type1",265.6542,29,"Low"
"FDT25",7.5,"low fat",0.051038045,"Canned",121.7072,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",3552.7088,19,"Medium"
"DRJ13",12.65,"low fat",0.062837968,"Soft Drinks",161.5578,"OUT013",1987,"High","Tier 3","Supermarket Type1",2406.867,39,"High"
"NCO07",9.06,"low fat",0.017116983,"Others",211.956,"OUT019",1985,"Small","Tier 1","Grocery Store",213.056,41,"Premium"
"FDW20",20.75,"low fat",0.024129332,"Fruits and Vegetables",124.173,"OUT013",1987,"High","Tier 3","Supermarket Type1",2956.152,39,"Medium"
"DRF27",8.93,"low fat",0.049754975,"Dairy",152.134,"OUT019",1985,"Small","Tier 1","Grocery Store",153.134,41,"High"
"FDS49",9,"low fat",0.0795875865,"Canned",79.7644,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1649.8524,22,"Medium"
"FDX25",16.7,"low fat",0.101561568,"Canned",181.9292,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3101.2964,41,"High"
"NCX42",6.36,"low fat",0.005949644,"Household",165.6526,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4769.1254,41,"High"
"FDG33",5.365,"regular",0.13956116,"Seafood",170.4764,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3435.528,41,"High"
"FDL56",14.1,"low fat",0.126035694,"Fruits and Vegetables",86.4198,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1133.8574,24,"Medium"
"FDF14",7.55,"low fat",0.027164679,"Canned",152.334,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2603.278,22,"High"
"NCD06",13,"low fat",0.099325278,"Household",45.406,"OUT046",1997,"Small","Tier 1","Supermarket Type1",605.878,29,"Low"
"DRM47",9.3,"low fat",0.04357366,"Hard Drinks",192.8846,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2293.0152,41,"High"
"FDS46",17.6,"regular",0.082741482,"Snack Foods",118.7782,"OUT019",1985,"Small","Tier 1","Grocery Store",119.1782,41,"Medium"
"FDB35",12.3,"regular",0.064565202,"Starchy Foods",92.9804,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,39,"Medium"
"FDX21",7.05,"low fat",0.084554569,"Snack Foods",109.8912,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2074.6328,41,"Medium"
"NCU05",11.8,"low fat",0.058451805,"Health and Hygiene",79.9618,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",241.6854,41,"Medium"
"NCR38",17.25,"low fat",0.113748685,"Household",251.3724,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",6795.1548,24,"Premium"
"NCR18",15.85,"low fat",0.020603511,"Household",42.7112,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",639.168,19,"Low"
"NCU41",18.85,"low fat",0.052044976,"Health and Hygiene",192.1846,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3248.4382,22,"High"
"FDY56",16.35,"regular",0.062764429,"Fruits and Vegetables",227.6062,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",7222.5984,19,"Premium"
"DRJ51",14.1,"low fat",0.087977262,"Dairy",229.0668,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3225.1352,22,"Premium"
"FDK21",7.905,"low fat",0.010010425,"Snack Foods",249.0408,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3755.112,22,"Premium"
"FDY25",12,"low fat",0.033946163,"Canned",179.3976,"OUT013",1987,"High","Tier 3","Supermarket Type1",3440.8544,39,"High"
"FDU44",12.15,"regular",0.058414678,"Fruits and Vegetables",163.4552,"OUT035",2004,"Small","Tier 2","Supermarket Type1",974.7312,22,"High"
"FDL43",10.1,"low fat",0.027106459,"Meat",75.367,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",535.969,27,"Medium"
"FDF05",17.5,"low fat",0.027022883,"Frozen Foods",262.491,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",5259.82,19,"Premium"
"DRF15",18.35,"low fat",0.058153409,"Dairy",152.034,"OUT019",1985,"Small","Tier 1","Grocery Store",306.268,41,"High"
"FDL20",17.1,"low fat",0.128937661,"Fruits and Vegetables",112.3886,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1779.0176,17,"Medium"
"FDV32",7.785,"low fat",0.088846306,"Fruits and Vegetables",61.451,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",759.012,27,"Low"
"FDJ34",11.8,"regular",0.09357779,"Snack Foods",125.9704,"OUT013",1987,"High","Tier 3","Supermarket Type1",1877.556,39,"Medium"
"FDG08",13.15,"regular",0.165694678,"Fruits and Vegetables",171.8764,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3779.0808,24,"High"
"FDQ04",6.4,"low fat",0.148392623,"Frozen Foods",41.5796,"OUT019",1985,"Small","Tier 1","Grocery Store",41.2796,41,"Low"
"FDW13",8.5,"low fat",0.098438394,"Canned",51.1324,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",259.662,19,"Low"
"NCI17",8.645,"low fat",0.143303291,"Health and Hygiene",96.341,"OUT013",1987,"High","Tier 3","Supermarket Type1",193.082,39,"Medium"
"FDY03",17.6,"regular",0.076276208,"Meat",110.9202,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1687.803,24,"Medium"
"FDS12",9.1,"low fat",0.175103435,"Baking Goods",127.5362,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",4655.9394,19,"Medium"
"FDJ55",12.8,"regular",0.023511371,"Meat",225.9404,"OUT013",1987,"High","Tier 3","Supermarket Type1",4950.8888,39,"Premium"
"DRK01",7.63,"low fat",0.06105276,"Soft Drinks",95.4436,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1418.154,22,"Medium"
"FDG28",9.285,"regular",0.049559042,"Frozen Foods",246.4144,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1225.072,19,"Premium"
"FDY38",13.6,"regular",0.119418124,"Dairy",231.03,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",5359.69,24,"Premium"
"FDN01",8.895,"low fat",0.072545601,"Breakfast",176.237,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1764.37,24,"High"
"NCR54",16.35,"low fat",0.090486828,"Household",195.211,"OUT013",1987,"High","Tier 3","Supermarket Type1",2553.343,39,"High"
"FDG29",17.6,"low fat",0.056245075,"Frozen Foods",43.3454,"OUT013",1987,"High","Tier 3","Supermarket Type1",1006.6896,39,"Low"
"FDG24",7.975,"low fat",0.014618973,"Baking Goods",85.225,"OUT013",1987,"High","Tier 3","Supermarket Type1",1081.925,39,"Medium"
"FDG59",15.85,"low fat",0.043479126,"Starchy Foods",36.7164,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",308.9312,19,"Low"
"FDM28",15.7,"low fat",0.045166237,"Frozen Foods",178.666,"OUT013",1987,"High","Tier 3","Supermarket Type1",2516.724,39,"High"
"FDW04",8.985,"regular",0.057827101,"Frozen Foods",128.831,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1428.141,29,"Medium"
"FDS26",20.35,"low fat",0.089394766,"Dairy",260.1594,"OUT013",1987,"High","Tier 3","Supermarket Type1",2093.2752,39,"Premium"
"FDQ56",6.59,"low fat",0.10550944,"Fruits and Vegetables",85.6908,"OUT013",1987,"High","Tier 3","Supermarket Type1",1929.4884,39,"Medium"
"FDK51",19.85,"low fat",0.005234153,"Dairy",264.0884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5829.7448,22,"Premium"
"FDL22",16.85,"low fat",0.036390174,"Snack Foods",91.4488,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2082.6224,29,"Medium"
"FDH19",19.35,"low fat",0.03292824,"Meat",173.1738,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",7298.4996,41,"High"
"FDY55",16.75,"low fat",0.081252534,"Fruits and Vegetables",256.4988,"OUT013",1987,"High","Tier 3","Supermarket Type1",7452.9652,39,"Premium"
"FDY03",17.6,"regular",0.076552407,"Meat",110.5202,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",450.0808,19,"Medium"
"FDK21",7.905,"low fat",0.016758569,"Snack Foods",250.4408,"OUT010",1998,"Unknown","Tier 3","Grocery Store",500.6816,28,"Premium"
"FDZ10",17.85,"low fat",0.044248175,"Snack Foods",126.202,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3668.558,41,"Medium"
"FDZ32",7.785,"regular",0.038288087,"Fruits and Vegetables",103.1964,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",736.3748,17,"Medium"
"NCZ18",7.825,"low fat",0.186032678,"Household",253.0698,"OUT035",2004,"Small","Tier 2","Supermarket Type1",6088.0752,22,"Premium"
"NCF07",9,"low fat",0.031867464,"Household",101.0016,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2125.2336,41,"Medium"
"DRE49",20.75,"low fat",0.021370201,"Soft Drinks",153.0024,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2277.036,19,"High"
"FDJ08",11.1,"low fat",0.193772568,"Fruits and Vegetables",190.3846,"OUT019",1985,"Small","Tier 1","Grocery Store",573.2538,41,"High"
"FDT39",6.26,"regular",0.009866049,"Meat",151.1366,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2267.049,22,"High"
"FDE08",18.2,"low fat",0.082551042,"Fruits and Vegetables",147.3734,"OUT010",1998,"Unknown","Tier 3","Grocery Store",296.9468,28,"High"
"NCD06",13,"low fat",0.099729888,"Household",46.306,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",559.272,17,"Low"
"FDB57",20.25,"regular",0.018801549,"Fruits and Vegetables",222.1772,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5559.43,22,"Premium"
"NCT54",8.695,"low fat",0.119721451,"Household",95.5094,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1237.7222,27,"Medium"
"DRF49",7.27,"low fat",0.071222087,"Soft Drinks",113.5518,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",569.259,24,"Medium"
"FDM25",10.695,"regular",0.060371962,"Breakfast",174.0712,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3866.9664,41,"High"
"FDF20",12.85,"low fat",0.033287541,"Fruits and Vegetables",198.4768,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1379.5376,24,"High"
"FDH27",7.075,"low fat",0.05858462,"Dairy",142.7128,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1869.5664,17,"High"
"FDV60",20.2,"regular",0.11679292,"Baking Goods",196.211,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5499.508,41,"High"
"FDY59",8.195,"low fat",0.031452265,"Baking Goods",94.3462,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",925.462,27,"Medium"
"FDK36",7.09,"low fat",0.00721395,"Baking Goods",47.9034,"OUT035",2004,"Small","Tier 2","Supermarket Type1",583.2408,22,"Low"
"NCM31",6.095,"low fat",0.081196619,"Others",141.4154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1418.154,29,"High"
"FDE33",19.35,"regular",0.049916364,"Fruits and Vegetables",80.2644,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",942.7728,19,"Medium"
"FDU36",6.15,"low fat",0.04627095,"Baking Goods",99.3384,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2364.9216,29,"Medium"
"FDV13",17.35,"regular",0.02747716,"Canned",87.9856,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3251.7672,41,"Medium"
"FDV20",20.2,"regular",0.104704537,"Fruits and Vegetables",125.2678,"OUT019",1985,"Small","Tier 1","Grocery Store",254.3356,41,"Medium"
"NCQ54",17.7,"low fat",0.012540003,"Household",167.0474,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5895.659,22,"High"
"FDO23",17.85,"low fat",0.147023834,"Breads",93.7436,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1134.5232,17,"Medium"
"DRE60",9.395,"low fat",0.159657596,"Soft Drinks",224.972,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",7696.648,24,"Premium"
"DRP47",15.75,"low fat",0.141398626,"Hard Drinks",250.5382,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2775.7202,19,"Premium"
"FDB21",7.475,"low fat",0.148821808,"Fruits and Vegetables",241.2854,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",5317.0788,24,"Premium"
"FDR04",7.075,"low fat",0.022602061,"Frozen Foods",98.0068,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",874.8612,17,"Medium"
"FDX23",6.445,"low fat",0.029691762,"Baking Goods",92.6436,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1039.9796,29,"Medium"
"FDX19",19.1,"low fat",0.096715523,"Fruits and Vegetables",235.0958,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3038.0454,22,"Premium"
"FDD40",20.25,"regular",0.014790559,"Dairy",193.6162,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3848.324,22,"High"
"FDA01",15,"regular",0.054378253,"Canned",59.1904,"OUT046",1997,"Small","Tier 1","Supermarket Type1",527.3136,29,"Low"
"FDS33",6.67,"regular",0.123428594,"Snack Foods",89.1514,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2390.8878,29,"Medium"
"FDM50",13,"regular",0.029943463,"Canned",60.222,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1677.816,41,"Low"
"FDB29",16.7,"regular",0.052368061,"Frozen Foods",112.7176,"OUT013",1987,"High","Tier 3","Supermarket Type1",801.6232,39,"Medium"
"FDF46",7.07,"low fat",0.093861144,"Snack Foods",115.5834,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1267.0174,24,"Medium"
"FDA33",6.48,"low fat",0.033968647,"Snack Foods",148.0076,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",886.8456,24,"High"
"FDC08",19,"regular",0.173154079,"Fruits and Vegetables",228.272,"OUT010",1998,"Unknown","Tier 3","Grocery Store",452.744,28,"Premium"
"FDB53",13.35,"low fat",0.139735226,"Frozen Foods",147.5392,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3877.6192,24,"High"
"FDY31",5.98,"low fat",0.043351896,"Fruits and Vegetables",146.6418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4414.254,41,"High"
"DRQ35",9.3,"low fat",0.042086652,"Hard Drinks",122.4388,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5448.9072,41,"Medium"
"FDX36",9.695,"regular",0.12848269,"Baking Goods",223.9404,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",4950.8888,27,"Premium"
"DRD13",15,"low fat",0.049357077,"Soft Drinks",62.6168,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",958.752,19,"Low"
"FDC52",11.15,"regular",0.008326735,"Dairy",149.9708,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1956.1204,19,"High"
"FDB45",20.85,"low fat",0.021362955,"Fruits and Vegetables",103.2306,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2404.2038,27,"Medium"
"NCK19",9.8,"low fat",0.151420934,"Others",194.3478,"OUT010",1998,"Unknown","Tier 3","Grocery Store",387.4956,28,"High"
"FDV51",16.35,"low fat",0.032511818,"Meat",165.0842,"OUT013",1987,"High","Tier 3","Supermarket Type1",994.7052,39,"High"
"FDZ35",9.6,"regular",0.022323658,"Breads",101.299,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",1754.383,24,"Medium"
"NCW17",18,"low fat",0.019292355,"Health and Hygiene",129.9994,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3340.9844,41,"Medium"
"FDV59",13.35,"low fat",0.048124443,"Breads",216.7166,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",3918.8988,24,"Premium"
"DRH39",20.7,"low fat",0.09261307,"Dairy",76.367,"OUT013",1987,"High","Tier 3","Supermarket Type1",306.268,39,"Medium"
"FDN60",15.1,"low fat",0.094697274,"Baking Goods",158.4604,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4278.4308,41,"High"
"FDU55",16.2,"low fat",0.035984104,"Fruits and Vegetables",260.6278,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",4425.5726,24,"Premium"
"FDN58",13.8,"regular",0.056596985,"Snack Foods",230.9984,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",9267.936,41,"Premium"
"FDC41",15.6,"low fat",0.2047,"Frozen Foods",76.867,"OUT019",1985,"Small","Tier 1","Grocery Store",229.701,41,"Medium"
"FDO01",21.1,"regular",0.020618324,"Breakfast",129.3994,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2055.9904,41,"Medium"
"NCO43",5.5,"low fat",0.04709821,"Others",101.3016,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3339.6528,29,"Medium"
"FDQ07",15.1,"regular",0.087584126,"Fruits and Vegetables",221.7456,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",6410.3224,24,"Premium"
"FDF28",15.7,"regular",0.038078899,"Frozen Foods",122.9046,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",1992.0736,19,"Medium"
"FDM01",7.895,"regular",0.095102092,"Breakfast",104.4332,"OUT017",2007,"Unknown","Tier 2","Supermarket Type1",2870.9296,19,"Medium"
"FDY49",17.2,"regular",0.011953902,"Canned",164.5184,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2807.0128,41,"High"
"FDR24",17.35,"regular",0.062799379,"Baking Goods",88.183,"OUT013",1987,"High","Tier 3","Supermarket Type1",539.298,39,"Medium"
"NCY18",7.285,"low fat",0.031125709,"Household",174.3054,"OUT013",1987,"High","Tier 3","Supermarket Type1",4377.635,39,"High"
"NCY30",20.25,"low fat",0.026005891,"Household",180.9976,"OUT045",2002,"Unknown","Tier 2","Supermarket Type1",2716.464,24,"High"
